Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
forkassn3,de.hysky.skyblocker.utils,Utils,updateFromPlayerList,14,5,1
forkassn3,de.hysky.skyblocker.utils,Utils,onClientWorldJoin,4,1,3
forkassn3,de.hysky.skyblocker.utils,Utils,updateLocRaw,14,3,0
forkassn3,de.hysky.skyblocker.utils,Utils,parseLocRaw,23,6,1
forkassn3,de.hysky.skyblocker.utils,Utils,onChatMessage,23,6,2
forkassn3,de.hysky.skyblocker.utils,Utils,resetLocRawInfo,9,1,0
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,5,1,0
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,35,5,0
forkassn3,de.hysky.skyblocker.utils,Utils,sendMessageToBypassEvents,6,1,1
forkassn3,de.hysky.skyblocker.utils,Utils,getUndashedUuid,3,1,0
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,init,3,1,0
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,31,2,0
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,getRandomSignedData,15,1,1
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,logErrorAndScheduleRetry,5,2,4
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,getToken,3,1,0
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,TokenRequest,3,1,5
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,TokenInfo,3,1,3
forkassn3,de.hysky.skyblocker.utils,ItemUtils,dumpHeldItemCommand,7,1,0
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getCustomData,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemIdOptional,4,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemId,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemUuidOptional,4,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemUuid,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemPrice,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemPrice,14,4,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getTimestamp,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,hasCustomDurability,4,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getDurability,14,4,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getLoreLineIf,9,3,2
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getLoreLineIfMatch,10,3,2
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getLore,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,propertyMapWithTexture,3,1,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getHeadTexture,6,3,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getHeadTextureOptional,5,2,1
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getSkyblockerStack,10,1,0
forkassn3,de.hysky.skyblocker.utils,Tickable,tick,0,1,1
forkassn3,de.hysky.skyblocker.utils,BasePlaceholderScreen,BasePlaceholderScreen,3,1,1
forkassn3,de.hysky.skyblocker.utils,BasePlaceholderScreen,render,2,1,4
forkassn3,de.hysky.skyblocker.utils,BasePlaceholderScreen,renderBackground,2,1,4
forkassn3,de.hysky.skyblocker.utils,Http,sendCacheableGetRequest,10,2,2
forkassn3,de.hysky.skyblocker.utils,Http,downloadContent,5,1,1
forkassn3,de.hysky.skyblocker.utils,Http,sendGetRequest,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,sendHeadRequest,5,1,1
forkassn3,de.hysky.skyblocker.utils,Http,sendPostRequest,7,1,3
forkassn3,de.hysky.skyblocker.utils,Http,sendName2UuidRequest,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,sendHypixelRequest,3,1,2
forkassn3,de.hysky.skyblocker.utils,Http,getDecodedInputStream,20,4,1
forkassn3,de.hysky.skyblocker.utils,Http,getContentEncoding,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,getEtag,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,getLastModified,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,getCacheStatuses,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,getAge,3,1,1
forkassn3,de.hysky.skyblocker.utils,Http,ApiResponse,2,1,4
forkassn3,de.hysky.skyblocker.utils,Http,ok,3,1,0
forkassn3,de.hysky.skyblocker.utils,Http,ratelimited,3,1,0
forkassn3,de.hysky.skyblocker.utils,Http,cached,3,1,0
forkassn3,de.hysky.skyblocker.utils,Http,close,2,1,0
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,getEntityArmorStands,3,1,1
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,getSlayerEntity,15,6,0
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,isInSlayer,12,3,0
forkassn3,de.hysky.skyblocker.utils,RegexUtils,getLongFromMatcher,3,1,1
forkassn3,de.hysky.skyblocker.utils,RegexUtils,getLongFromMatcher,4,2,2
forkassn3,de.hysky.skyblocker.utils,RegexUtils,getIntFromMatcher,3,1,1
forkassn3,de.hysky.skyblocker.utils,RegexUtils,getIntFromMatcher,4,2,2
forkassn3,de.hysky.skyblocker.utils,RegexUtils,getDoubleFromMatcher,3,1,1
forkassn3,de.hysky.skyblocker.utils,RegexUtils,getDoubleFromMatcher,4,2,2
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,init,7,1,0
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,isLoading,3,1,0
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,loadRepository,30,2,0
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,deleteAndDownloadRepository,20,2,1
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,runAsyncAfterLoad,3,1,1
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,sendMessage,5,2,2
forkassn3,de.hysky.skyblocker.utils,Calculator,lex,6,1,1
forkassn3,de.hysky.skyblocker.utils,Calculator,shunt,4,1,1
forkassn3,de.hysky.skyblocker.utils,Calculator,getPrecedence,2,1,1
forkassn3,de.hysky.skyblocker.utils,Calculator,evaluate,3,1,1
forkassn3,de.hysky.skyblocker.utils,Calculator,calculateValue,15,4,1
forkassn3,de.hysky.skyblocker.utils,Calculator,calculate,4,1,1
forkassn3,de.hysky.skyblocker.utils,PosUtils,parsePosString,4,1,1
forkassn3,de.hysky.skyblocker.utils,PosUtils,parsePosJson,3,1,1
forkassn3,de.hysky.skyblocker.utils,PosUtils,getPosString,3,1,1
forkassn3,de.hysky.skyblocker.utils,RomanNumerals,RomanNumerals,2,1,0
forkassn3,de.hysky.skyblocker.utils,RomanNumerals,getDecimalValue,4,2,1
forkassn3,de.hysky.skyblocker.utils,RomanNumerals,isValidRomanNumeral,7,4,1
forkassn3,de.hysky.skyblocker.utils,RomanNumerals,romanToDecimal,14,4,1
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,SkyblockTime,2,1,0
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,4,1,0
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockMillis,3,1,0
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockYear,3,1,0
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockMonth,3,1,0
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockDay,3,1,0
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,updateTime,7,1,0
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListenerTest,ChatPatternListenerTest,3,1,1
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListenerTest,matcher,3,1,1
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListenerTest,assertMatches,3,1,1
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListenerTest,assertGroup,3,1,3
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListenerTest,assertGroup,4,1,3
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListener,ChatPatternListener,3,1,1
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListener,onMessage,9,3,2
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListener,state,0,1,0
forkassn3,de.hysky.skyblocker.utils.chat,ChatPatternListener,onMatch,0,1,2
forkassn3,de.hysky.skyblocker.utils.chat,ChatMessageListener,init,31,7,0
forkassn3,de.hysky.skyblocker.utils.chat,ChatMessageListener,onMessage,0,1,2
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,setup,4,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testNbtConversion,3,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testDataFixer,5,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testComponentsAsString,4,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testFromComponentsString,5,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testFromComponentsStringWithInvalidItem,5,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testNbtToComponentsString,5,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,convertToNbt,8,1,1
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,fixUpItem,4,1,1
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,componentsAsString,13,2,1
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,fromComponentsString,12,1,3
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,getRegistryLookup,4,1,0
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getInt,20,5,2
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getBoolean,20,5,2
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getString,20,5,2
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,80,2,0
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,tick,4,1,0
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,MessageScheduler,2,1,0
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,sendMessageAfterCooldown,9,2,1
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,sendMessage,15,3,1
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,queueMessage,3,1,2
forkassn3,de.hysky.skyblocker.utils.scheduler,MessageScheduler,runTask,8,2,2
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,Scheduler,2,1,0
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,schedule,3,1,2
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,scheduleCyclic,3,1,2
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,schedule,8,2,3
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,scheduleCyclic,8,2,3
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,queueOpenScreenFactoryCommand,3,1,1
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,queueOpenScreenCommand,3,1,1
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,queueOpenScreenCommand,3,1,1
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,queueOpenScreen,3,1,1
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,queueOpenScreen,4,1,1
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,tick,13,4,0
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,runTask,9,2,2
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,addTask,10,2,2
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,ScheduledTask,2,1,4
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,ScheduledTask,3,1,2
forkassn3,de.hysky.skyblocker.utils.scheduler,Scheduler,run,4,2,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testDefaultConstructor,13,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testTypeConstructor,4,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testLineWidthConstructor,4,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testThroughWallsConstructor,4,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testShouldRenderConstructor,4,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testFound,8,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testType,8,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,beforeAll,4,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecEncode,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecDecode,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testShouldRender,9,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,18,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,setup,4,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testToSkytilsBase64,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64CrystalHollowsWaypoints,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsV1Gzip,6,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,NamedWaypoint,3,1,3
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,NamedWaypoint,3,1,4
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,NamedWaypoint,3,1,5
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,NamedWaypoint,3,1,5
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,NamedWaypoint,3,1,4
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,NamedWaypoint,5,1,6
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,fromSkytils,7,2,6
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,copy,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,withX,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,withY,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,withZ,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,withColor,3,1,2
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,getName,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,withName,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,shouldRenderName,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,render,6,2,1
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,hashCode,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,NamedWaypoint,equals,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,ProfileAwareWaypoint,5,1,4
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,shouldRender,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,setFound,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,setFound,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,setMissing,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypoint,getColorComponents,3,1,0
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,3,1,3
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,3,1,3
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,3,1,4
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,3,1,5
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,3,1,4
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,3,1,6
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,Waypoint,10,1,7
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,withX,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,withY,3,1,1
forkassn3,de.hysky.skyblocker.utils.waypoint,Waypoint,withZ,3,1,1
