Project Name,Package Name,Type Name,Method Name,Code Smell
forkassn3,de.hysky.skyblocker.utils,ItemUtilsTest,testGetCustomData,Long Statement
forkassn3,de.hysky.skyblocker.utils,ItemUtilsTest,testGetCustomData,Long Statement
forkassn3,de.hysky.skyblocker.utils,ItemUtilsTest,testGetCustomData,Long Statement
forkassn3,de.hysky.skyblocker.utils,ItemUtilsTest,testGetDurability,Magic Number
forkassn3,de.hysky.skyblocker.utils,ItemUtilsTest,testGetDurability,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ColorUtils,getFloatComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiUtils,init,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiUtils,name2Uuid,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiUtils,name2Uuid,Magic Number
forkassn3,de.hysky.skyblocker.utils,Boxes,multiply,Long Statement
forkassn3,de.hysky.skyblocker.utils,Boxes,multiply,Magic Number
forkassn3,de.hysky.skyblocker.utils,Boxes,multiply,Magic Number
forkassn3,de.hysky.skyblocker.utils,Boxes,multiply,Magic Number
forkassn3,de.hysky.skyblocker.utils,InstancedUtils,equals,Long Statement
forkassn3,de.hysky.skyblocker.utils,InstancedUtils,hashCode,Long Statement
forkassn3,de.hysky.skyblocker.utils,InstancedUtils,toString,Long Statement
forkassn3,de.hysky.skyblocker.utils,InstancedUtils,getClassFields,Long Statement
forkassn3,de.hysky.skyblocker.utils,ProfileUtils,updateProfileByName,Long Statement
forkassn3,de.hysky.skyblocker.utils,ProfileUtils,fetchFullProfile,Long Statement
forkassn3,de.hysky.skyblocker.utils,Utils,updatePlayerPresenceFromScoreboard,Complex Conditional
forkassn3,de.hysky.skyblocker.utils,Utils,updatePlayerPresenceFromScoreboard,Complex Conditional
forkassn3,de.hysky.skyblocker.utils,Utils,updatePlayerPresenceFromScoreboard,Complex Method
forkassn3,de.hysky.skyblocker.utils,Utils,updatePlayerPresenceFromScoreboard,Long Statement
forkassn3,de.hysky.skyblocker.utils,Utils,isConnectedToHypixel,Long Statement
forkassn3,de.hysky.skyblocker.utils,Utils,isConnectedToHypixel,Long Statement
forkassn3,de.hysky.skyblocker.utils,Utils,isConnectedToHypixel,Long Statement
forkassn3,de.hysky.skyblocker.utils,Utils,updateScoreboard,Empty catch clause
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,getDurationText,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,updateLocRaw,Complex Conditional
forkassn3,de.hysky.skyblocker.utils,Utils,updateLocRaw,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Long Statement
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,scheduleMayorTick,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number
forkassn3,de.hysky.skyblocker.utils,Utils,tickMayorCache,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Long Statement
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,updateToken,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,getRandomSignedData,Magic Number
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,TokenRequest,Long Parameter List
forkassn3,de.hysky.skyblocker.utils,ApiAuthentication,TokenInfo,Long Statement
forkassn3,de.hysky.skyblocker.utils,ItemUtils,dumpHeldItemCommand,Long Statement
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getItemPrice,Complex Conditional
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getDurability,Magic Number
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getDurability,Magic Number
forkassn3,de.hysky.skyblocker.utils,ItemUtils,propertyMapWithTexture,Long Statement
forkassn3,de.hysky.skyblocker.utils,ItemUtils,getSkyblockerStack,Long Statement
forkassn3,de.hysky.skyblocker.utils,Http,sendCacheableGetRequest,Long Statement
forkassn3,de.hysky.skyblocker.utils,Http,downloadContent,Long Statement
forkassn3,de.hysky.skyblocker.utils,Http,sendHeadRequest,Long Statement
forkassn3,de.hysky.skyblocker.utils,Http,sendPostRequest,Long Statement
forkassn3,de.hysky.skyblocker.utils,Http,getDecodedInputStream,Missing default
forkassn3,de.hysky.skyblocker.utils,Http,getCacheStatuses,Long Statement
forkassn3,de.hysky.skyblocker.utils,Http,ok,Magic Number
forkassn3,de.hysky.skyblocker.utils,Http,ratelimited,Magic Number
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,getEntityArmorStands,Long Statement
forkassn3,de.hysky.skyblocker.utils,SlayerUtils,getEntityArmorStands,Magic Number
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,init,Long Statement
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,loadRepository,Long Statement
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,loadRepository,Long Statement
forkassn3,de.hysky.skyblocker.utils,NEURepoManager,deleteAndDownloadRepository,Long Statement
forkassn3,de.hysky.skyblocker.utils,Calculator,calculateValue,Magic Number
forkassn3,de.hysky.skyblocker.utils,PosUtils,parsePosString,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Long Statement
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,init,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockYear,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockMonth,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockMonth,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockDay,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,getSkyblockDay,Magic Number
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,updateTime,Long Statement
forkassn3,de.hysky.skyblocker.utils,SkyblockTime,updateTime,Magic Number
forkassn3,de.hysky.skyblocker.utils.chat,ChatMessageListener,init,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testDataFixer,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixerTest,testDataFixer,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,fixUpItem,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,componentsAsString,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,fromComponentsString,Empty catch clause
forkassn3,de.hysky.skyblocker.utils.datafixer,ItemStackComponentizationFixer,getRegistryLookup,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getInt,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getBoolean,Long Statement
forkassn3,de.hysky.skyblocker.utils.datafixer,JsonHelper,getString,Long Statement
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.scheduler,SchedulerTest,testSchedule,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testDefaultConstructor,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testDefaultConstructor,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testLineWidthConstructor,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testLineWidthConstructor,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testThroughWallsConstructor,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointTest,testShouldRenderConstructor,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecEncode,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecEncode,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecDecode,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecDecode,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointCategoryTest,testCodecDecode,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,ProfileAwareWaypointTest,testGetColorComponents,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64,Long Identifier
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testToSkytilsBase64,Long Identifier
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testToSkytilsBase64,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testToSkytilsBase64,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testToSkytilsBase64,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Long Identifier
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Long Statement
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
forkassn3,de.hysky.skyblocker.utils.waypoint,WaypointsTest,testFromSkytilsBase64GlacialCaveWaypoints,Magic Number
